company Name,Question
Facebook," There is a building with 100 floors. You are given 2 identical eggs. How do you use 2 eggs to find the threshold floor, where the egg will definitely break from any floor above floor N, including floor N itself"
Facebook," You randomly draw a coin from 100 coins - 1 unfair coin (head-head), 99 fair coins (head-tail) and roll it 10 times. If the result is 10 heads, whats the probability that the coin is unfair?"
MScience," A balanced mix of questions about my equity markets experience, programming and statistics ability"
ZestFinance, Most of the technical questions were based on the things we did on the homework assignment.
PerfectPrice, find the greatest sum of a sub array
TheHomeDepot," They didn't ask me anything other than the typical ""are you crazy and what background do you have"" questions."
PerfectPrice, invert digits using int data structures
OrbitalInsight, How to measure the height of an oil storage tank from a satellite image?
Audi, What gave you the right to receive an asylum status in the US ? 
Audi, Why was a layoff at your previous company ? 
Granular, Model the data based on location and the model the data based on time. 
Nielsen, What are some metrics that are more appropriate for use in a syndicated product than one ordered by a particular client?
Facebook," Consider a game with 2 players, A and B. Player A has 8 stones, player B has 6. Game proceeds as follows. First, A rolls a fair 6-sided die, and the number on the die determines how many stones A takes over from B. Next, B rolls the same die, and the exact same thing happens in reverse. This concludes the round. Whoever has more stones at the end of the round wins and the game is over. If players end up with equal # of stones at the end of the round, it is a tie and another round ensues. What is the probability that B wins in 1, 2, ..., n rounds?"
LinkedIn, SQL
LinkedIn, Product/Analytics
Perspectium, Given this data what are some relationships you would examine?
GEICO, A lot of scenario based and technical questions.
LinkedIn, Python data manipulation
LinkedIn, Basic machine learning
NASAJetPropulsionLaboratory, I was given a problem and had to solve it on the white board.
GoldmanSachs, 3 part are a bit different. Sometimes there are a short cut of codes and they want to you to tell what it returns.
CambiaHealthSolutions, resume questions and follow ups
WalmarteCommerce," I was asked to lead a conference call with an external academic expert, to design a 'gamified' approach to the Walmart smartphone app, to structure and moderate a brainstorming session with several teams, to design a number of prototyping/testing programs, and asked many many questions. Remember, this all took place over one 9.5 hour session and another 5-day session!"
